Round,Pick,Draft_Team_Abr,NFL_Draft_Team,Player_Name,First_Name,Last_Name,Height,Player_Birth_State_Abr,Player_Birth_State,Player_State_Lat,Player_State_Lon,Player_Birth_Country,NFL_Position,Age_Drafted,Played_Until,NFL_YearAs_A_Starter,NFL_Games_Played,NFL_Passing_Comp,NFL_Passing_Att,NFL_Passing_Yards,NFL_Passing_TDs,NFL_Passing_Int,NFL_Rushing_Att,NFL_Rushing_Yards,NFL_Rushing_TDs,NFL_Receptions,NFL_Receiving_Yards,NFL_Receiving_TDs,NFL_Tackles_Solo,NFL_Defensive_Ints,NFL_Sacks,College,College_Passing_Comp,College_Passing_Att,College_Passing_Pct,College_Passing_Yards,College_Passing_Y/A,College_Passing_AY/A,College_Passing_TDs,College_Passing_Int,College_Passer_Rating,College_Rushing_Att,College_Rushing_Yards,College_Rushing_Avg,College_Rushing_TDs,College_Receptions,College_Receiving_Yards,College_Receiving_Avg,College_Receiving_TDs,College_Scrimmage_Plays,College_Scrimmage_Yards,College_Scrimmage_Avg,College_Scrimmage_TDs,College_Punts,College_Punting_Yards,College_Punting_Avg,College_XPM,College_XPA,College_XP%,College_FGM,College_FGA,College_FG%,College_Kicking_Points,College_Tackles_Solo,College_Tackles_Ast,College_Tackles_Total,College_Tackles_For_A_Loss,College_Sacks,College_Defensive_Int,College_Defensive_Int_Yards,College_Defensive_Avg,College Defensive_Int_TDs,College_Defensive_Int_PD,College_Defensive_Fumbles_Recovered,College_Defensive_Fumble_Yards,College_Defensive_Fumble_TDs,College_Defensive_Forced_Fumbles
2,37,ATL,Atlanta Falcons,Jimmy Williams,Jimmy,Williams,6-2,VA,Virginia,37.926868,-78.024902,USA,DB,22,2007,0,27,0,0,0,0,0,0,0,0,0,0,0,41,1,0,Virginia Tech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38,OAK,Oakland Raiders,Thomas Howard,Thomas,Howard,6-3,TX,Texas,31,-100,USA,LB,23,2013,5,95,0,0,0,0,0,0,0,0,0,0,0,392,7,6,Texas-El Paso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,39,PHI,Philadelphia Eagles,Winston Justice,Winston,Justice,6-5,CA,California,36.778259,-119.417931,USA,T,21,2013,3,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,40,DET,Detroit Lions,Daniel Bullocks,Daniel,Bullocks,6-0,TN,Tennessee,35.860119,-86.660156,USA,DB,23,2008,1,31,0,0,0,0,0,0,0,0,0,0,0,119,0,1,Nebraska,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,37,83,4,0,8,210,26.3,0,0,0,40,2,0
2,41,ARI,Arizona Cardinals,Deuce Lutui,Deuce,Lutui,6-3,,,,,Tonga,G,23,2012,6,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,42,CHI,Chicago Bears,Danieal Manning,Danieal,Manning,6-0,TX,Texas,31,-100,USA,DB,24,2014,6,128,0,0,0,0,0,0,0,0,0,0,0,435,11,4,Abilene Christian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,43,NOR,New Orleans Saints,Roman Harper,Roman,Harper,6-0,AL,Alabama,32.31823,-86.902298,USA,DB,23,2016,8,156,0,0,0,0,0,0,0,0,0,0,0,641,11,18,Alabama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,34,69,6.5,0.5,5,76,15.2,0,0,0,0,1,0
2,44,NYG,New York Giants,Sinorice Moss,Sinorice,Moss,5-8,FL,Florida,27.994402,-81.760254,USA,WR,22,2009,0,37,0,0,0,0,0,1,4,0,39,421,3,2,0,0,Miami (FL),0,0,0,0,0,0,0,0,0,9,59,6.6,0,68,1106,16.3,9,77,1165,15.1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,45,TEN,Tennessee Titans,LenDale White,LenDale,White,6-2,CO,Colorado,39.113014,-105.358887,USA,RB,21,2009,1,58,0,0,0,0,0,628,2349,24,42,204,0,0,0,0,USC,0,0,0,0,0,0,0,0,0,541,3159,5.8,52,31,331,10.7,5,572,3490,6.1,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,46,STL,St. Louis Rams,Joe Klopfenstein,Joe,Klopfenstein,6-5,CO,Colorado,39.113014,-105.358887,USA,TE,22,2009,3,49,0,0,0,0,0,0,0,0,34,397,2,0,0,0,Colorado,0,0,0,0,0,0,0,0,0,0,0,0,0,86,1076,12.5,13,86,1076,12.5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,47,GNB,Green Bay Packers,Daryn Colledge,Daryn,Colledge,6-4,AK,Alaska,66.160507,-153.369141,USA,T,24,2014,9,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boise St.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,48,MIN,Minnesota Vikings,Cedric Griffin,Cedric,Griffin,6-0,MS,Mississippi,33,-90,USA,DB,23,2012,4,89,0,0,0,0,0,0,0,0,0,0,0,352,8,0,Texas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,27,71,0,0,3,29,9.7,0,0,0,0,1,0
2,49,NYJ,New York Jets,Kellen Clemens,Kellen,Clemens,6-2,OR,Oregon,44,-120.5,USA,QB,23,2017,2,64,350,638,4053,16,21,85,227,3,0,0,0,1,0,0,Oregon,613,1005,61,7555,7.5,7.7,61,24,139.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,50,SDG,San Diego Chargers,Marcus McNeill,Marcus,McNeill,6-8,GA,Georgia,33.247875,-83.441162,USA,T,22,2011,6,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Auburn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2,51,MIN,Minnesota Vikings,Ryan Cook,Ryan,Cook,6-6,NM,New Mexico,34.307144,-106.018066,USA,C,23,2012,3,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,New Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,52,GNB,Green Bay Packers,Greg Jennings,Greg,Jennings,5-11,MI,Michigan,44.182205,-84.506836,USA,WR,22,2015,8,143,0,0,0,0,0,1,-1,0,571,8291,64,0,0,0,West. Michigan,0,0,0,0,0,0,0,0,0,18,92,5.1,0,238,3539,14.9,39,256,3631,14.2,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,53,DAL,Dallas Cowboys,Anthony Fasano,Anthony,Fasano,6-4,NJ,New Jersey,39.833851,-74.871826,USA,TE,22,2017,9,180,0,0,0,0,0,0,0,0,299,3278,36,0,0,0,Notre Dame,0,0,0,0,0,0,0,0,0,742,3193,4.3,43,92,1112,12.1,8,92,1112,12.1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,54,KAN,Kansas City Chiefs,Bernard Pollard,Bernard,Pollard,6-2,IN,Indiana,40.273502,-86.126976,USA,DB,21,2014,7,126,0,0,0,0,0,0,0,0,0,0,0,553,12,10.5,Purdue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,28,92,1.5,0,4,19,4.8,0,0,0,0,0,0
2,55,CIN,Cincinnati Bengals,Andrew Whitworth,Andrew,Whitworth,6-7,LA,Louisiana,30.39183,-92.329102,USA,T,24,2019,14,215,0,0,0,0,0,0,0,0,1,1,1,0,0,0,LSU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,56,BAL,Baltimore Ravens,Chris Chester,Chris,Chester,6-3,CA,California,36.778259,-119.417931,USA,G,23,2016,9,169,0,0,0,0,0,0,0,0,0,0,0,3,0,0,Oklahoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,57,CHI,Chicago Bears,Devin Hester,Devin,Hester,5-10,FL,Florida,27.994402,-81.760254,USA,DB,23,2016,4,156,0,0,0,0,0,36,116,1,255,3311,16,11,0,0,Miami (FL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,58,CAR,Carolina Panthers,Richard Marshall,Richard,Marshall,5-11,CA,California,36.778259,-119.417931,USA,DB,21,2014,4,124,0,0,0,0,0,0,0,0,0,0,0,526,18,7,Fresno St.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,59,TAM,Tampa Bay Buccaneers,Jeremy Trueblood,Jeremy,Trueblood,6-8,IN,Indiana,40.273502,-86.126976,USA,T,23,2013,6,116,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Boston Col.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,60,JAX,Jacksonville Jaguars,Maurice JonesDrew,Maurice,JonesDrew,5-8,CA,California,36.778259,-119.417931,USA,RB,21,2014,4,126,1,2,8,1,1,1847,8167,68,346,2944,11,0,0,0,UCLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,61,DEN,Denver Broncos,Tony Scheffler,Tony,Scheffler,6-5,MI,Michigan,44.182205,-84.506836,USA,TE,23,2013,1,107,0,0,0,0,0,3,7,0,258,3207,22,3,1,0,West. Michigan,0,0,0,0,0,0,0,0,0,0,0,0,0,117,1345,11.5,13,117,1345,11.5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,62,IND,Indianapolis Colts,Tim Jennings,Tim,Jennings,5-8,SC,South Carolina,33.836082,-81.163727,USA,DB,22,2015,5,137,0,0,0,0,0,0,0,0,0,0,0,396,20,0,Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,10,56,7,1,10,194,19.4,2,0,0,0,0,0
